Transcript,Label,translated_words,full_source_language
그래 그거 면서 되게 어떤 그런 웃음 포인트 라던지 되게 잡아내 되게 연극 라는 생각 보다 영화 보다 사실 우리 나라 영화 되게 스크린 코트 제도 그렇 사실 엄청 문제 잖아 상업 영화 계속 밖에 구조 니까 그랬 연극 많이 활성 면은 사람 에게 다양 어떤 인식 전해 생각,0,"Yes, that's a lot of laughter points, and it's actually a movie than the movie rather than the movie.Thinking",korean
회사 안내 센터 입니다 조금 전화 으시 고요 누르 셔서 상담 신청 으신 저희 기본 조건 맞춰서 상품 안내 드리 습니다 아니 면서 학원 신가요 SC 제일은행 때문 금융 식사 같이 안내 드리 습니다 전화 상담 드린 센터 때문 광주 에서 직접 라는 그냥 취급 지요 전화 상담 드리 입니다 고인 께서 방문 십시오 때문 드리 고요 수술 그러 습니다 에서 자금 나갈 도록 저희 중간 에서 그러니까 업무 대신 해서 드리 때문 전화 상담 드린다고 그렇게 찾아가 된다고요 저희 정모 건져서 알아보 그래서,1,It's a company information center. You will be guiding the product in accordance with our basic conditions.This is because the deceased is a visit.,korean
사람 건물 째주 서로 엑스 째주 한테 전기 실질 경찰 특공대 진짜 근육 빵빵 진짜 그분 그분 진짜 실탄 근데 엄청 빡세 한테 말장난 많이 면서 얘길 그래서 그런 얘기 나온 나와서,0,"In the week of the Week of the Week of the Week of the Week of the Week of the Week, the actual police commando, the real muscles, the muscle bread, the real muscle bread, he was really a real bullet, but he talked a lot to him.",korean
근데 솔직히 먼저 잘못 여중 그래서 근데 일단 교무실 찾아오 으니까 선생 입장 으니까 당사자 우리 여고 부르 면서 자기 입장 그러 니까 그냥 미안 나오 그서 다고 들어갔 엄청 한테 시끄럽 그리고 교무실 그래서 계속 잖아 근데 다른 교무실 선생 잖아 근데 선생 미리 어서 어떤 내용 인지,0,"But honestly, I'm wrong, so I'm going to go to the school office.Recognition",korean
그래 그게 사람 진짜 봐야 안다고 처음 되게 똑같이 되게 무섭 되게 조폭 스타일 한테 한번 소리 질렀 윽박질러 진짜 무대 세팅 못질 으니까 못하 근데 어떻게 냐고 되게 소리 진짜 진짜 윽박질러 사람 그래 대놓고 그냥 뒤돌아서 죄송 함다,0,"Yes, it is the first time that it is a person who knows that it is a real stage, so I shouted to the gangster style once so that it was a real stage setting.",korean
그리고 약간 부산 면은 약간 진짜 나라 지만 되게 느낌 그니까 친구 부산 출신 면은 실제로 부산 20 서울 어서 되게 웃긴 얘기 지만 SNS 사람 예쁘 부산 사람 면은 완전 그냥 아예 다른 나라 사람 잖아 그니까 그런 처럼 부산 거리 생각 보다 진짜,0,"And a little bit of Busan is a real country, but it feels very much.",korean
그래서 우리 아빠 11 일만 너무 비싸 다고 그때 우리 아빠 우리 아빠 잖아 그게 11 일만 냐고 그게 아빠 라서 그렇게 아빤 정말 간단 우리 아빠 그냥 유튜브 맨날 에서 노래 부르 에서 유튜브 노래 부르 면서 그게 그렇게 노래 즐기 콘서트 냐고,0,"So it's too expensive for my dad, and it's my dad's dad. It's only 11 days.",korean
수영 일곱 니까 여섯 나오 거든 근데 동생 여섯 일어났 나갈 일어나 일곱 나오 근데 약간 느낌 다르 원래 수영 사람 그렇게 거든 여섯 나오 출근 시간 일곱 부터 사람 여덟 제일 아홉 부터 다시 거든 근데,0,"It's seven, so it's six, but I'm six, but I wake up six times, but it's a bit different, but it's a bit different.",korean
아니 진짜로 너무 보이 사람 과거 보이 어려서 힘들 태어나 부모 에서 고등학교 힘들 평범 다니 다가 어느 서부 영화 거기 잘생긴 카우보이 나오 그거 저거 인생 저거 된다 면서 빠지 청바지 에다가 자켓 거기 다가 수염 기르 진짜,0,"No, it's really hard to see people in the past, and it's hard to go to high school.",korean
명효 계좌 개설 걸로 지금 파악 습니다 찾아가 핸드폰 아니 때문 저희 검찰 에서 소환 조사 상황 고요 유선 으로 일정 과정 통해서 명의 도용 피해자 인지 아니 계좌 번지 연락 드린,1,I can find out by opening the name of the Myeonghyo account.,korean
혹시 혹시 경기도 광주 출신 37 여성 십니까 전화 세요 김선정 여쭤 얼마 저희 지검 에서 김선정 금융 기단 습니다 근데 현장 에서 점검 사장 대포통장 현금 카드 본인 명의 경남은행 동부 증권 같이 어요 확인 니까 2016 11 경남 양산시 해서 새로 더라고요 개기 다가,1,"If you are from Gwangju, Gyeonggi -do 37 Women's Demonstration Call.",korean
근데 신기 한국 영화 별로 좋아한다 진짜 재미 지루 부분 그게 너무 지루 그래서 마지막 약간 슬프 거나 마지막 약간 무섭 거나 재밌 거나 그래서 하고 천만 관객 검색 근데 해운대 국가 대표 함께 아무튼 그런 진짜 하나 거기,0,"But I like Korean movies. Really fun boring part that's so boring so it's a bit sad, the last a bit scary or fun, so I search for 10 million audiences.",korean
사람 지금 개인 정보 도용 그래 위조 신분증 으로 농협 하나 거기 직원 하고 결찰 그래서 불법 계좌 계산 습니다 그래 네이버 카페 중고 나라 결제 계좌 사용 세요 일단 방금 말씀 드린 김영석 대부분 금융 기관 에서 건물 에서 사람 에요 김형석 2015 까지 국민은행 에서 여신 관리 과장 으로 건물 때문 인터넷 뱅킹 문자 전송 혹시 본인 명의 계좌 개설 걸로 확인,1,"People now Nonghyup as a counterfeit ID card, but I am employed and ligament it, so I can calculate illegal accounts.Send Internet banking text because of the building as a manager",korean
원래 비행 시간 원래 비행 시간 배정 100 시간 시간 넘기 배정 거든 근데 진짜 인력 거나 아니 100 시간 시간 맞춰서 99 시간 998 시간 시간 해서 보냈 딜레이 거든 근데 그러면 회사 레포트 330 갑자기 410 으로 그게 엄청,0,"Originally, the original flight time was allocated over 100 hours, but I spent 99 hours 998 hours for 100 hours, but it was a delay.",korean
수고 으십니다 연락 드린 서울 중앙 지검 김정묵 사랑 라고 사건 지금 사건 접수 확인 드렸 어요 네네 으로 연락 드린 고요 김재혁 라고 계시 습니까 42 남성 예요 에요 관련 질문 김재혁 라고 우리 금융 범죄 기단 필두 지금 하나 공부 어요 현재 현장 에서 하나 통장 현장 에서 같이,1,"Thank you, the Seoul Central Prosecutor Kim Jong -mook, Kim Jong -mook, I have confirmed the case.Together",korean
어디 신고 사람 보내 사람 보내 사람 어디 잖아요 저희 보내 드린 아요 우리 에서 잠시 우리 통화 볼게요 잠시 만요 고객 통화,1,Where do you send people and send people where are you?,korean
하여튼 그래 지금 우리 냉장고 생각 니까 어느새 10 더라고 긍까 두가 양문 잖아 언니 양문 나왔 그걸 근데 고장 고장 그걸 어떻게 바꾸 냐고 근데 바꿔 어떤 어느 언니 냉장고 멀쩡 한데 인제 전기세 나온다는 얘기 바꿨 대는 더니 너무 나온대 아우 얼마 그러 더라 지금 기억,0,"Anyway, I'm thinking about the refrigerator now, so I'm 10, I'm two gates.",korean
우리 단지 아줌마 얼마 그쪽 누구 신데요 누군지 필요 아줌마 지금 상황 파악 지금 어디 에요 지금 아줌마 얼마 다고 아줌마 얼마 지금 현찰 얼마 죄송 한데요 말씀 세요 아저씨 아줌마 아줌마 통장 얼마 지금 지금 통장 바로 지금 당장 해결 얼마나 지금 백만 신용카드 말씀 세요 신용 카드 어요 말씀 세요 어디 꺼야 어느 꺼야 신용 카드 우리 아줌마 지금 어디 어요 지금 지금 데리 갈테 니까 아줌마 지금 카드 으로 세요 다음 현찰 우리 만나 거래 자고 아줌마 데리 지금 어디 계시 지금 어디 까지 여기 아줌마 아줌마 지금 직장 아님 지금 저기 아니 사람 지금 어요 아줌마 일단 지금 우리 으로 세요 신용 카드 한계 어요 신용 카드 기계 단기 카드 누르 원래 요구 랬는 아줌마 한다니까 먼저 백만 줄게 지금 어디 계시 아줌마 어디 필요 에요 그럼 에요 그래 일단 갈게 죄송 한데 지금 저희 근처 신가요 아니 우리 여보세요 네네 우리 라고 만약 아줌마 신고 어떻게 아니야 그러니까 지금 부터 전화 으로 세요 우리 여기 깔끔 납시다 일단 고요 지금 배터리 교체 해야 거든요 아줌마 습니다 들려요 아줌마 잠깐 잠깐,1,"I'm just aunt, who's not your aunt. I need to know who the situation is now. Where are you? Now I'm aunt's aunt.Huh, where are you? What are you? Credit Card We're going to go now now I'm going to go to Terry Now I'm going to the card now.Aunt, I'm now a credit card limit. Credit card machine short -term cards are the original aunt.If you don't report, how are you doing it from now on, let's get neat here. Let's replace the battery now.",korean
여보세요 김영석 들어가 으시 다고요 전라도 광주 출신 40 남성 에요 에요 든지 아니 지인 보내 드릴 계신 예요 구하 현장 에서 저희 대장 신용 카드 대포통장 으로 박수 세요 여보세요 관해서 계셨 내용 나요 그러면 저희 메세지 내선 번호 하나 보내 드릴 니까 그쪽 으로 연락,1,"Honey, Kim Young -seok is going to go to Gwangju, Jeolla -do. You're a 40 -year -old man from Gwangju, or I'm going to send you an acquaintance.",korean
근데 미세먼지 초미세 먼지 니까 마스크 써도 걸러 해서 쌓이 근데 요즘 아픈 엄마 어제 미세먼지 때문 한동안 놨더니 머리 너무 아프 다는 에서 그래서 어제 그냥 겨우 엄마 진짜 어떡 면서 그래서 요즘 뉴스 면은 애기 약간 애기 요즘 병원 많이 그러니까 애기 살짝 그릏 약간 그러니까 그걸 어떻게 해결,0,"But because it's fine dust ultrafine dust, I use a mask, but I'm stacking it.Slightly, a little bit, how solve it",korean
주말 학원 원래 그게 코스 그거 수업 들으면 그럴 시험 아니 잖아 그니까 강의 코스 만들 니까 진짜 거든 숙제 엄청 많이 내줘 거의 대학교 시험 기간 공부 내주 거든 그래 주말 평일 숙제 그래야,0,"Weekend Academy Originally, it's not a test if you take a class, so it's a lecture course.",korean
단추 사랑 때문 연락 드린 아니 개인 정보 유출 때문 까지 여쭤 습니다 혹시 최근 사이 신분증 면허증 여권 분실 거나 타인 에게 으세요 언제 어요 그러 요즘 카드 에서 개인 정보 유출 많이 피해 살인 으셨어요 저희 2015 금융 기단 일당 근거 금방 현장 에서 명의 부산은행 통장 발견 앞산 통장 에서 8600 상당히 불법 작업 어서 독일 처리 습니다 본인 께서 계좌 대해서 십니까 그러,1,I asked you because of the leak of personal information because of the button love. If you have lost your passport to your ID card or others.I found a bankbook in front of the bank account.,korean
때문 확인 연락 드렸 본인 께서 전라도 광주 출신 42 여성 라고 아십니까 아니 모르 왜냐하면 저희 얼마 인한 금융 범죄 기단 검거 검거 현장 에서 대량 신용 카드 대포 통장 압수 과정 에서 본인 명의 우리 하나 대포 통장 압수 본인 으로 전화 드린 겁니다 본인 께서 계좌 개설 내용 대해서 내용 으십니까 아니,1,"Did you know that I was a 42 woman from Gwangju, Jeolla -do, or I don't know.Are you about the content?",korean
그렇 어서 의경 우선 사회 으니까 군대 에서 다른 들어가 면은 휴가 나오 나오 그러 니까 그래 의경 카투사 지원 카투사 아이 내아 알아보 으잉 아직 당장 아니 니까 계속 미루 미루 다가 끝나 학기 학기 다니 갈려 거든,0,"That's why it's a priority society, so I'm going to go out of the military.",korean
휴대폰 멋지 네요 너무 충격 그때 휴대폰 엄마 갑자기 망가뜨려 갑자기 중고 라서 파란 색깔 갤럭시 에스 그거 해서 보통 그런 잖아 그런 느낌 아니 충격 바서 최신 아니 그래서 뭔가 당연 순차 뭔가 그쪽 휴대폰 멋있 어요 라는,0,"It's cool. I'm so shocked at that time, when I suddenly ruined my phone, it was suddenly used, so it's a blue color Galaxy S.",korean
올라 나잇 근데 LH 진짜 드라 동기 그거 일억 짜리 인데 천만 천만 밖에 전세 그래서 하나 관리비 관리비 관리비 아니 물세 전기세 그것 전세 천만 천만 어떤 짜리 계약 어떤 계약 너무,0,"Ola Night, but LH Real Dra Motor is a billion won, but only 10 million is chartered, so Hana administrative expenses management expenses or water tax are a taxpayer.",korean
전화 드렸 대립 조회 결과 인제 한도 1500 정도 나오 거든요 고객 께서 지금 조이 1200 아이 500 미래 300 바로 300 안전 300 으시 잖아요 고객 혹시 에서 300 100 150 정도 상환 나요 부분 상환 왜냐면 DTI 점수 초과,1,The confrontation of the confrontation shows about 1500. The customer now has a 1200 child 500 future 300 and 300 safe 300.,korean
그래도 추리 약간 되게 기기 어떤 상황 주어지 상황 대해서 추리 거나 또는 지능 테스트 사람 여기 프로 프로 자격 라는 에서 약간 엄청 다른 보다 다른 사고방식 문제 약간 그런 내용 거든 그서 되게 재밌 요즘 최근 드라마,0,"Nevertheless, the reason for the situation is a bit of a reason for the situation, or the intelligent test person here is a little different than the other's professional qualification problem.",korean
부모 충분히 여가 시간 즐기 면서 물놀 즐기 면서 으니까 너무 더라고 그리고 거기 DFC 갤러리 으로 쇼핑 그런데 너무 더라도 그냥 트롤리 라는 버스 면서 시내 구경 거기 에서 간단 쇼핑 면서 충분히 괜찮 더라고 그래서 진짜 사이판 많이 거든 근데 추천,0,"Parents enjoyed their leisure time and enjoying the water, and it's too much, and there's a DFC gallery shopping, but it's just a trolley bus and it's good enough to go to the city.",korean
면서 15 정도 까지 그든 그래서 솔직히 멀리 나가 아니 면은 대부분 다니 거든 그래서 좋아한다 그랬 잖아 그래서 에다가 들으면서 마디 툭툭 으면서 사람 쳐다 그든 예전 누가 노래 부르 친구 그서 친구 면서 저렇 노래,0,"I was so far, so I honestly go far away, so I like most of them, so I liked it.",korean
그치 만나 아예 그냥 그런 몰랐었 그런 데려가 니까 아서 호기심 생겼 호기심 그냥 호기심 으로 끝난 그러니까 화장품 구경 졸졸졸 따라다니 면서 괴롭히 밖에 으니까 심하 괴롭히 꿋꿋이 화장품 그러 재미 반응 재미,0,"I didn't know that at all, so I took it like that, so I was curious about Arthur's curiosity.",korean
여보세요 여보세요 안녕 십니까 신한 대리 라고 합니다 저희 으로 음성 안내 메시지 들으시고 마이너스 통장 상담 문의 고객 아니 십니까 아니 소리 들려 눌렀 마이너스 통장 그렇 마이너스 통장 에서 발급 근데 조건 에요 어떤 때문 조건 신다고 말씀 건가요 마이너스 통장 대출 다를 잖아요 그렇 신용 대출 연체 으신 연체 그런 어떻게 거래 기업 인데 거기 대출 볼려고 어요 내부 등급 그러니까 다중 채무 등급 어렵 다는 얘기 어서 그래서 어요 다른 거래 에서 여쭤 볼게요 지금 직장인 세요 아니면 사업 계세요 작인 에요 연봉 채무 얼마나 으시 채무 현재 저축 캐피탈 어요 캐피탈 그거 그래서 어제 오늘 지금 다른 저축 문의 거든요 그러 진행 신데 근데 내부 등급 내부 등급 아니 다중 채무 등급 인가 그런 그렇게 그것 때문 불가 따른 괜찮 그렇게 얘기 더라고요 무난 심사 승인 나오 으신 연봉 대비 채무 프로 남짓 밖에 잡히 프로 프로 밖에 무조건 나오 근데 된데요 그리고 등급 신용 등급 나이스 등급 하하 등급 인가 나오 더라고요 니까 근데 아까 다중 채무 등급 인가 그게 등급 나온다고 그것 때문 힘들 그렇게 얘기 해서 계속 알아보 거든요 나이스 등급 무조건 신데 그게 그러 그럼 진행 한번 도와 드려 볼게요 어떤 직종 재직 어떤 직장 에서 사무직 으로 재직 네네 재직 얼마 습니까 부터 네요 연봉 라고 작년 연말 정산 보험 당연히 적용 고요 아까 채무 으신 어디 으시 다고 말씀 캐피탈 금액 아까 다른 으시 신용 카드 신용 카드 면서 현금 서비스 카드 으신 부분 으신 현금 서비스 작년 작년 인가 작년 십이월 일월 인가 어요 그렇게 소액 으시 지금 지금 어요 어요 여쭤 볼게요 캐피탈 에서 지금 자금 으신 금리 프로 나오 나요 금리 179 프로 굉장히 굉장히 아요 카드 니까 카드 으시 어요 카드 카드 어떻게 똑같 아닌가요 금리 부분 으로 아무래도 카드 많이 사용 지금 나이스 등급 등급 정도 나오 신다고 말씀 니까 캐피탈 진행 보다 카드 금리 저렴 나오 아서 나이스 등급 고요 그래도 다른 차이 으실 으신데 어차피 카드 에서 고객 신용 등급 지만 기존 사용 사용량 으로서 한도 발생 거든요 카드 에서 더라도 굳이 나쁜 결과 나오 으신데 일단 지금 자금 계획 으신 어떤 용도 사용 려고 생각 건가요 그거 아서 그렇 대환 려고 지날 어요 지난 대환 일부 상환 자금 으로 쓸려고 그럼 자금 대환 신규 자금 정도 으시 고요 습니다 저희 조회 결과 안내 해드려 구요 마지막 으로 본인 확인 해서 우리 고객 성함 생년월일 여섯 자리 확인 부탁 드리 습니다 고요 으세요 소중 정보 감사 드리 구요 저희 조회 결과 나오 대로 연락 드릴 텐데 아무래도 조회 소요 시간 시간 에서 시간 까지 소요 십니다 점심 식사 맛있 연락 한번 다시 습니다 감사 합니다 연락처 문자 발송 드릴 텐데 사항 궁금 사항 으시 언제 연락 세요 습니다 감사,1,"Hello, Hello, hello Shinhan Deputy is called Shinhan Deputy.I'm a trading company that's a delinquent credit loan. I'm going to see the loan there.That's why yesterday, I'm inquiring about other savings inquiries today.And it's a grade credit rating of Nice rating, but it's a multi -debt rating, but it's hard to say that it's because it's a grade.How much is your job as a office worker?I'm so small. Now I'm going to ask you.It is said that the card interest rate is cheaper than the progress of the capital.I'm thinking about it. I'm going to be able to use it as a repayment of some repayment.Thank you for your information. We will contact you as soon as you can contact you.",korean
양반 정치 개인 으로 양반 판단 미국인 에서 호감 대통령 사람 개인 으로 시간 보다 그냥 챙겨야 개인 으로 그러 챙기 그거 한다니까 진짜 키워 아빠 아버지 아버지 그걸,0,"As a politician, I have to take care of the crush as a person in Americans.",korean
면서 어린 마음 에헤 지금 전화기 사람 잖아요 계속 여기 해서 뚜껑 반대 올리 요런 라고 생각 하하 으로 갑자기 싸한 아니 으로 그래 사실 아마 기대 기다리 사람 텐데 관리 어떻게,0,I'm a phone caller now. I'm a telephone person now.,korean
여보세요 고객 으신 현대 캐피탈 송금 과장 입니다 담당자 박준호 대리 인가요 네네 자동 송금 처리 드렸 자금 나오 더라고요 네네 일단 확인 도와 드릴려고 연락 드렸 습니다 잠시 일단 제한 으로 금액 백만 으신 최종 승인 금액 으실 계좌 확인 부탁 드리 습니다 잠시 만요 농협 네네 확인 구요 계약서 두부 나가 고객 께서 보관 구요 으셔 저희 보내 세요 니까 인지 등록 셔서 나가 아요 지금 확인 바로 송금 처리 도와 드릴 건데요 담당자 인지 등록 절차 대해서 으신 으신 혹시 아니요 지금 송금 직전 송금 에서 안내 나가 돼서 지금 말씀 드린 구요 그럼 양해 부탁 드릴게요 지금 고객 께선 최종 으로 올라와 계세요 간단 설명 드리 자면 인지 등록 절차 고객 께서 담보 대출 신용 대출 마이너스 통장 그리고 햇살 상품 자체 금리 적용 때문 금리 변경 상황 으세요 시간 지나 금리 거나 고정 으로 된다면 다행 지만 대부분 금리 올라가 예요 그렇 때문 부분 대해서 고객 께서 연체 으니까 금융 개정 구요 인제 고금리 대출 계약 연체 경우 연체 리가 최대 프로 까지 올라가 거의 사채 수준 금리 경우 고요 그렇 때문 지금 절차 고객 께서 사용 상환 기간 동안 변동 없이 만기 까지 확정 보증 금리 게끔 도움 드리 부분 세요 나요 모르 어요 인지세 라는 계속 마이너스 통장 신용 대출 회사 상품 자체 적용 잖아요 금리 근데 변동 사항 으면 시간 지나 금리 나중 고정 다행 인데 대부분 금리 올라가 신다고요 근데 그렇게 고객 께서 피해 니까 개정 예요 네네네 기존 고금리 대출 상품 자체 계약서 연체 경우 연체 금리 최대 프로 올라가 게끔 으세요 거의 사채 수준 금리 올라가 그렇 때문 절차 고객 사용 상환 기간 동안 변동 없이 만기 까지 확정 고정 금리 게끔 도움 드릴려고 부분 세요 어요 네네 부분 확인 돼야 저희 에서 송금 처리 시간 도움 드릴 드릴 으세요 인지세 라는 인지세 고객 대출 대출 자금 프로 진행 금액 니까 으로 확인 네요 그래요 인지 등록 자체 부담 지만 대출 결과 정확히 나와 계시 그만큼 보호 대출 금액 때문 힘드 더라도 인지 등록 전하 대출금 수령 습니다 금액 다시 환급 세요 아니 처음 연체 그런 지금 자금 어떡 연체 세요 에서 연체 으셨 그러니까 그거 연체 때문 그거 건다고 그때 드렸 거든요 그러 구나 일단 저희 에서 등록 절차 셔야 고객 으로 지금 자금 나갈 지금 상황 세요 원래 자금 송금 으로 도움 드릴려고 부분 때문 지금 자금 송금 나가 그럼 그거 그냥 올리 올리 대로 잖아요 고객 부분 저희 인지세 확인 돼야 고객 으로 자금 나갈 부분 세요 금융 개정 면서 금융 감독원 에서 확인 돼야 저희 에서 자금 나갈 해드릴 부분 세요 아아 어차피 다시 환급 때문 저희 에서 납부 고객 께서 자금 나가 면은 무소 에서 방문 서류 제출 에서 시간 환급 예요 그래요 인지세 납부 저희 경우 그쪽 에서 납부 구요 담당자 얘기 볼게요 습니다 인지세 확인 저희 대출 자금 나가 니까요 입금 구요 부분 에서 저희 전산 담당자 한테 내려놓 니까 담당자 한테 한번 통해서 담당자 한번 통화 세요 송금 과장,1,"Honey, Hyundai Capital Remittance Manager Park Joon -ho.Confirmation Agreement Tofu Nao is stored by the customer.Please come up with the final explanation.As the customer is overdue, the financial amendment is overdue.I don't know, it's a negative bank account credit lending company.Interest Rate Maximum Problem Ratess Ratures Ratures Ratures Ratio Raise Ratial Rate During the Customer Repayment During the Conversion period, I will help you to help you with the expiration date.It is confirmed that the loan loan fund proceeds, but the registration itself is burdened, but the result of the loan is exactly the amount of protection loans, even if it is difficult to receive a registered loan, the amount is reimbursed again.So I told you that it was because of the overdue.It is only confirmed to be confirmed by the Financial Supervisory Service.If you are in charge of the person in charge of the case, I will be in charge of the tax.",korean
어떻게 일본 입장 에서 자니 일본어 밖에 그런 인물 사람 인데 일본어 한국어 통역사 잖아 근데 그렇 다고 영규 자긴 해도 통역 관련 해선 인맥 그래서 솔직히 정말 아니 라고 생각 해서 반대 지만 영규 그냥 계속 그걸 나갔 그래서 결론 으로 얘기 중학교 에서 고등학교 넘어가 면서 나아진 딱히,0,"How do you sleep from Japan's perspective, but I'm a person who's outside Japanese, but I'm a Japanese interpreter.",korean
그게 오늘 어제 마트 올해 부터 비닐봉지 금지 라고 잖아 벌금 걸리 300 백만 라고 근데 마트 에서 그냥 비닐 그니까 어떤 아주머니 그러 따른 마트 에서 든데 여긴 네요 그래 단순히 그렇게 생각 진짜 종이 던지 아니 우리 시장바구니 다니 버릇 해야 위해서,0,That's yesterday's mart from this year to ban plastic bags. It's 300 million fines.,korean
건배 트위터 올라왔 그래서 무슨 선생 한테 상사 한테 부모 한테 그런 면서 마지막 라고 되게 사이다 놨는데 우리 나라 남자 여자 대해서 어떻게 생각 드러나 여실히 아무튼 엄청 사이다 날리 그런데 그거 생각,0,"I came up with a toast of tweet, so I put it to my boss to my parents, and I put it in the last one.",korean
그래서 뒷정리 에서 농구 코트 정리 분위기 근데 학교 동아리 아니 일반 인데 그게 되게 기분 나쁜 우리 긍깐 굳이 자기 그거 까진 올라오 면서 하나 정도 굳이 그거 트렁크 놔두 와서 우리 한테 굳이 그걸 시킨다는 자체,0,"So, in the back of cleaning up, the basketball coat is the atmosphere, but the school club is not a general, but it is so bad that we are so bad that we come up and let us leave the trunk and make it to us.",korean
여보세요 여보세요 고객 금방 통화 담당자 김민정 인데요 그게 네이버 에서 혹시 바탕 화면 동그랗 모양 인터 으로 들어가 실까요 고객 구글 말씀 에요 아니 구글 그냥 인터넷 지구 모양 인터넷 거기 들어가 구요 주소창 나오 잖아요 고객 주소창 주소창 지금 영문 으로 잖아요 그게 영문 으로 주소 지워 구요 지우 하나 남김없이 지우 상태 에서 지우 상태 에서 불러 드릴게요 그리고 그리고 버튼 눌러 세요 고객 여기 들어가 인증 번호 교체 해야 때문 본인 인증 화면 넘어가 나요 고객 여기 잠시 연결 아직 진행 어서 혹시 인터넷 조금 어서 그런 아닐까요 지금 넘어가 넘어간다 고요 인터넷 으면은 그럴 일반 홈페이지 나요 아이피 왜냐면 본인 인증 화면 에서 직접 셔야 돼요 고객 본인 본인 우편물 저희 직접 불러들이 거든요 그리고 저희 홈페이지 다운 으셔야 지금 인터넷 에서 연결 면은 아직 넘어간다는 말씀 세요 그래요 고객 그러 다른 부분 본인 인증 구요 만약 부분 넘어가 인증 번호 다시 바꿔서 말씀 드릴게요 습니다 고객 네이버 에서 다시 클릭 세요 고객 확인 한번 확인 세요 시간 연락 어요 저희 한테 내일 아침 해야 그래요 12 고객 담당자 김민정 고요 고객 전화 드리 전화 세요,1,"Hello, I'm Kim Min -jung, a caller in charge of the customer. If you are in Naver, maybe it's a desktop round -shaped interview.Erase the address, and I'll call you in the eraser without leaving one, and I will press the button and press the button.If you are a regular homepage if you go to the Internet.If you go beyond the part of the certification number, I will tell you to change the certification number. Click again in Naver. Please check the customer once you check the time.",korean
그니까 정확 사정 얘기 면은 고용 책임자 책임자 고용 잖아 면접 통해서 고용 하루 책임자 잠깐 휴가 라던지 아니 여행 떠나 그까 막상 고깃집 에서 그니까 권력 책임자 바뀐 어떻게 권력 바뀐 책임자 필요 자기 아니 니까 짤린,0,So the accurate situation is hired by the employment officer.,korean
여보세요 여보세요 선생 일단 확인 구요 발급 비용 경우 대출 금액 프로 지금 육만 으로 확인 예예예 말씀 드린 처럼 대출 승인 납부 금액 선생 께서 계좌 직접 반환 겁니다 선생 께서 진행 오늘 습니까 오늘 한데요 그럼 언제 실까요 어디 나요 법무사 사무실 잖아요 아니요 선생 께서 직접 방문 아니 구요 저희 법무사 에다가 담당자 배정 면은 담당자 저희 선생 께서 송금 처리 저희 으로 서류 들어오 거든요 저희 고객 께서 채무자 아요 그쵸 생각 굳이 직접 방문 필요 그럼 언제 습니까 거기 수동 거든요 아무 상관 일단 나가 따른 봐야 만약 된다면 기다렸 다가 일단 선생 담당자 배정 배정 으면은 담당자 한테 저희 선생 께서 송금 처리 거든요 아니면 저희 선생 께서 법무사 에다 직접 전화 셔도 예예예 일단 일단 납부 지금 바로 예요 예예예 혹시 저희 선생 성함 으로 납부 나요 선생 성함 으로 으로 납부 납부 어디 신가요 SC 선생 께서 인터넷 뱅킹 신가요 아니면은 자동 인터넷 뱅킹 인가요 아니 면은 폰뱅킹 예요 스마트 뱅킹 선생 그러 담당자 확인 바로 연락 드려도 습니까 예예예 습니다,1,"Honey.I'm not visiting in person. Our lawyer and the person in charge of the person in charge are the person in charge.Once the teacher's assignment is assigned to the person in charge, the teacher will be transferred to the person in charge.Is the SC teacher an internet banking music or an automatic Internet banking?",korean
제일저축은행 고객 고객 고랑 작업 대출 감사 해서 감사 대상 만나 보이 당연히 친척 감사 합니다 뭔가 수수료 라고 도와 드렸 라고 보여요 그래서 고객 계신 대로 어도 예요 고객 한테 처음 부터 말씀 드렸 다시피 처음 부터 저희 으로 정문 셔야 방문 어려울 어렵 어저께 계신 과장 한테 부탁 드리 진행 드렸 예요 입장 생각 셔야 돼요 왜냐면 도와 드리 때문 제일 지금 방문 신다는 서류 으러 텐데 그렇게 잔고 증명 100 빌려 드렸,1,First Savings Bank Customer Customer Loan Thank you for meeting with the appreciation of the appreciation.I asked for it. I have to think about it.,korean
